Target Space,Representation,Transfer,First Exceed Idx,Average Exceed Idx,Odx,Macc/3
nb101,adj_gin_arch2vec,True,"{0: 4, 1: 12, 2: 5}",7.0,34,0.9423744479815165
nb101,adj_gin_arch2vec,True,"{0: 4, 1: 12, 2: 5}",7.0,50,0.9423744479815165
nb101,adj_gin_arch2vec,True,"{0: 4, 1: 12, 2: 5}",7.0,140,0.9423744479815165
nb101,adj_gin_arch2vec,False,"{0: 18, 1: 4, 2: 13}",11.666666666666666,2,0.9252693189515008
nb101,adj_gin_arch2vec,False,"{0: 18, 1: 4, 2: 13}",11.666666666666666,4,0.9261485007074145
nb101,adj_gin_arch2vec,False,"{0: 18, 1: 4, 2: 13}",11.666666666666666,5,0.9342726071675619
nb101,adj_gin_arch2vec,False,"{0: 18, 1: 4, 2: 13}",11.666666666666666,6,0.9359642068545023
nb101,adj_gin_arch2vec,False,"{0: 18, 1: 4, 2: 13}",11.666666666666666,7,0.9359642068545023
nb101,adj_gin_arch2vec,False,"{0: 18, 1: 4, 2: 13}",11.666666666666666,8,0.9359642068545023
nb101,adj_gin_arch2vec,False,"{0: 18, 1: 4, 2: 13}",11.666666666666666,10,0.9420405957433914
nb101,adj_gin_arch2vec,False,"{0: 18, 1: 4, 2: 13}",11.666666666666666,34,0.9455684688356188
nb101,adj_gin_arch2vec,False,"{0: 18, 1: 4, 2: 13}",11.666666666666666,50,0.9468928111924065
nb101,adj_gin_arch2vec,False,"{0: 18, 1: 4, 2: 13}",11.666666666666666,140,0.9476050602065192
nb101,adj_gin_cate,True,"{0: 69, 1: 64, 2: 15}",49.333333333333336,2,0.9372996820343865
nb101,adj_gin_cate,True,"{0: 69, 1: 64, 2: 15}",49.333333333333336,4,0.9389467570516797
nb101,adj_gin_cate,True,"{0: 69, 1: 64, 2: 15}",49.333333333333336,5,0.939636747042338
nb101,adj_gin_cate,True,"{0: 69, 1: 64, 2: 15}",49.333333333333336,6,0.939636747042338
nb101,adj_gin_cate,True,"{0: 69, 1: 64, 2: 15}",49.333333333333336,7,0.939636747042338
nb101,adj_gin_cate,True,"{0: 69, 1: 64, 2: 15}",49.333333333333336,8,0.939636747042338
nb101,adj_gin_cate,True,"{0: 69, 1: 64, 2: 15}",49.333333333333336,10,0.939636747042338
nb101,adj_gin_cate,True,"{0: 69, 1: 64, 2: 15}",49.333333333333336,34,0.9418402777777778
nb101,adj_gin_cate,True,"{0: 69, 1: 64, 2: 15}",49.333333333333336,50,0.9423188169797262
nb101,adj_gin_cate,True,"{0: 69, 1: 64, 2: 15}",49.333333333333336,140,0.9446781476338705
nb101,adj_gin_cate,False,"{0: 15, 1: 16, 2: 32}",21.0,2,0.9155203832520379
nb101,adj_gin_cate,False,"{0: 15, 1: 16, 2: 32}",21.0,4,0.9261596335305108
nb101,adj_gin_cate,False,"{0: 15, 1: 16, 2: 32}",21.0,5,0.92667156457901
nb101,adj_gin_cate,False,"{0: 15, 1: 16, 2: 32}",21.0,6,0.9316684537463717
nb101,adj_gin_cate,False,"{0: 15, 1: 16, 2: 32}",21.0,7,0.9319021635585361
nb101,adj_gin_cate,False,"{0: 15, 1: 16, 2: 32}",21.0,8,0.9319021635585361
nb101,adj_gin_cate,False,"{0: 15, 1: 16, 2: 32}",21.0,10,0.9319021635585361
nb101,adj_gin_cate,False,"{0: 15, 1: 16, 2: 32}",21.0,34,0.9455462164349027
nb101,adj_gin_cate,False,"{0: 15, 1: 16, 2: 32}",21.0,50,0.9479389323128594
nb101,adj_gin_cate,False,"{0: 15, 1: 16, 2: 32}",21.0,140,0.9505542318026224
nb101,adj_gin_a2vcatezcp,True,"{0: 0, 1: 25, 2: 32}",19.0,2,0.9416176875432333
nb101,adj_gin_a2vcatezcp,True,"{0: 0, 1: 25, 2: 32}",19.0,4,0.9416176875432333
nb101,adj_gin_a2vcatezcp,True,"{0: 0, 1: 25, 2: 32}",19.0,5,0.9416176875432333
nb101,adj_gin_a2vcatezcp,True,"{0: 0, 1: 25, 2: 32}",19.0,6,0.9416176875432333
nb101,adj_gin_a2vcatezcp,True,"{0: 0, 1: 25, 2: 32}",19.0,7,0.9416176875432333
nb101,adj_gin_a2vcatezcp,True,"{0: 0, 1: 25, 2: 32}",19.0,8,0.9416176875432333
nb101,adj_gin_a2vcatezcp,True,"{0: 0, 1: 25, 2: 32}",19.0,10,0.9416176875432333
nb101,adj_gin_a2vcatezcp,True,"{0: 0, 1: 25, 2: 32}",19.0,34,0.9427528447575039
nb101,adj_gin_a2vcatezcp,True,"{0: 0, 1: 25, 2: 32}",19.0,50,0.9433760643005371
nb101,adj_gin_a2vcatezcp,True,"{0: 0, 1: 25, 2: 32}",19.0,140,0.945134441057841
nb101,adj_gin_a2vcatezcp,False,"{0: 20, 1: 23, 2: 4}",15.666666666666666,2,0.910823987589942
nb101,adj_gin_a2vcatezcp,False,"{0: 20, 1: 23, 2: 4}",15.666666666666666,4,0.9255809254116483
nb101,adj_gin_a2vcatezcp,False,"{0: 20, 1: 23, 2: 4}",15.666666666666666,5,0.9302216900719537
nb101,adj_gin_a2vcatezcp,False,"{0: 20, 1: 23, 2: 4}",15.666666666666666,6,0.9302216900719537
nb101,adj_gin_a2vcatezcp,False,"{0: 20, 1: 23, 2: 4}",15.666666666666666,7,0.9302216900719537
nb101,adj_gin_a2vcatezcp,False,"{0: 20, 1: 23, 2: 4}",15.666666666666666,8,0.9351629217465719
nb101,adj_gin_a2vcatezcp,False,"{0: 20, 1: 23, 2: 4}",15.666666666666666,10,0.9358195397588941
nb101,adj_gin_a2vcatezcp,False,"{0: 20, 1: 23, 2: 4}",15.666666666666666,34,0.9470931357807584
nb101,adj_gin_a2vcatezcp,False,"{0: 20, 1: 23, 2: 4}",15.666666666666666,50,0.9484174781375461
nb101,adj_gin_a2vcatezcp,False,"{0: 20, 1: 23, 2: 4}",15.666666666666666,140,0.9494524664349026
